,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Weekend_special
6014,1,1,0,0,1,2,1,1,0,0,9,4,1,3,5,2,FALSE,TRUE,FALSE
6015,0,0,0,0,2,3,1,1,0,0,7,1,1,1,20,1,FALSE,FALSE,FALSE
6016,1,1,0,0,1,1,1,1,0,0,8,3,7,8,2,1,FALSE,FALSE,FALSE
6017,0,0,0,0,1,1,1,1,0,0,9,2,2,2,2,2,FALSE,FALSE,FALSE
6018,0,1,0,0,1,1,1,1,0,0,7,2,2,3,4,1,FALSE,FALSE,FALSE
6019,0,0,0,0,2,2,1,1,0,0,10,3,2,1,20,1,TRUE,FALSE,FALSE
6020,1,2,1,1,1,2,1,1,0,0,6,3,2,4,2,1,TRUE,FALSE,FALSE
6021,0,0,0,0,0,0,1,1,0,0,9,1,1,3,4,1,TRUE,FALSE,FALSE
6022,1,2,1,1,1,2,0,0,0,0,9,2,2,3,3,1,FALSE,FALSE,FALSE
6023,1,1,1,1,1,2,1,1,11.28379079,0,7,2,2,5,4,1,FALSE,FALSE,FALSE
6024,0,0,0,0,1,0,0,0,0,0,6,2,5,6,1,1,FALSE,FALSE,FALSE
6025,1,2,0,0,0,0,1,1,0,0,8,2,4,7,2,2,FALSE,TRUE,FALSE
6026,0,0,0,0,0,0,0,0,0,0,6,3,2,2,3,1,FALSE,FALSE,FALSE
6027,0,0,0,0,1,2,1,1,63.45892077,0,9,2,2,3,4,2,FALSE,TRUE,FALSE
6028,1,1,1,1,1,2,1,1,0,0,6,2,2,2,2,2,FALSE,FALSE,FALSE
6029,1,2,0,0,1,1,1,0,0,0,8,2,2,2,13,1,FALSE,FALSE,FALSE
6030,1,2,0,0,2,3,1,1,0.129676893,0,6,2,5,3,2,1,TRUE,FALSE,FALSE
6031,1,1,0,0,1,0,1,0,0,0,2,3,2,5,4,1,FALSE,FALSE,FALSE
6032,0,0,0,0,2,2,1,0,0,0,2,2,2,2,2,1,FALSE,FALSE,FALSE
6033,0,1,0,0,1,0,1,1,0,0,9,2,2,3,2,2,FALSE,FALSE,FALSE
6034,0,0,1,1,2,3,1,1,0,0,7,1,1,1,2,1,FALSE,FALSE,FALSE
6035,1,1,0,0,1,1,0,0,0,0,2,2,5,1,1,1,FALSE,FALSE,FALSE
6036,1,1,0,0,1,1,1,1,0,0,7,2,4,3,5,1,FALSE,FALSE,FALSE
6037,0,0,0,0,1,1,0,0,0,0,2,2,2,4,1,1,FALSE,FALSE,FALSE
6038,1,1,1,1,1,3,1,1,9.231934863,0,10,2,2,1,6,1,FALSE,FALSE,FALSE
6039,0,1,0,0,1,0,1,1,0,0,9,1,1,3,2,1,FALSE,FALSE,FALSE
6040,1,1,0,0,1,1,1,0,0,0,6,2,4,1,4,1,FALSE,TRUE,FALSE
6041,1,2,0,0,1,1,1,0,0,0,9,2,2,6,20,1,FALSE,FALSE,FALSE
6042,0,0,0,0,1,2,1,0,0,0,10,3,2,8,1,1,FALSE,FALSE,FALSE
6043,0,0,0,0,2,3,1,1,18.51505467,0,2,4,1,1,2,2,FALSE,TRUE,FALSE
6044,0,0,0,0,1,2,1,1,0,0,6,1,1,1,4,1,FALSE,FALSE,FALSE
6045,0,0,0,0,1,2,1,1,0,0,7,2,4,3,2,1,FALSE,FALSE,FALSE
6046,1,2,1,1,2,3,1,1,2.664994971,0,2,2,2,6,1,1,FALSE,FALSE,FALSE
6047,0,1,1,1,1,2,0,0,14.8397824,0,10,3,2,4,2,1,FALSE,FALSE,FALSE
6048,0,1,0,0,1,3,0,0,0,0,9,3,2,9,13,1,FALSE,FALSE,FALSE
6049,0,0,0,0,0,0,0,0,0,0,6,2,2,3,13,1,TRUE,FALSE,FALSE
6050,1,2,0,0,2,2,1,1,4.17431402,0,10,1,1,2,4,1,TRUE,FALSE,FALSE
6051,1,2,0,0,2,3,1,1,29.61151281,0,7,4,1,1,3,1,FALSE,TRUE,FALSE
6052,0,0,0,0,1,3,1,1,0,0,8,2,2,7,1,2,FALSE,FALSE,FALSE
6053,1,2,0,0,1,3,1,1,0.700155006,0,8,3,2,1,5,1,TRUE,FALSE,FALSE
6054,0,0,0,0,0,1,1,0,63.55337685,0,6,1,1,4,4,1,TRUE,FALSE,FALSE
6055,0,1,0,0,0,0,1,1,0,0,2,1,1,4,4,1,FALSE,FALSE,FALSE
6056,0,0,0,0,1,1,1,0,0,0,2,2,2,1,3,1,FALSE,FALSE,FALSE
6057,0,0,0,0,1,3,1,1,0,0,8,1,1,1,3,1,FALSE,FALSE,FALSE
6058,1,2,0,0,1,2,1,1,0,0,9,1,1,1,2,2,TRUE,FALSE,FALSE
6059,1,2,0,0,2,3,1,1,12.5740183,0,10,2,6,1,2,1,FALSE,FALSE,FALSE
6060,1,2,0,0,1,1,0,1,12.39204312,0,8,1,2,6,2,1,TRUE,TRUE,FALSE
6061,1,1,0,0,2,3,0,0,0,0,7,3,2,3,13,1,FALSE,FALSE,FALSE
6062,0,0,1,0,0,0,1,0,0,0,2,3,2,6,2,1,FALSE,FALSE,FALSE
6063,1,1,1,1,1,3,0,0,5.761347436,0,9,1,1,2,3,1,FALSE,FALSE,FALSE
6064,0,0,0,0,0,0,0,0,0,0,6,1,2,8,1,1,FALSE,FALSE,FALSE
6065,0,1,0,0,2,2,1,1,0,0,10,1,1,4,5,2,FALSE,FALSE,FALSE
6066,1,2,1,1,2,3,0,0,5.697658998,0,6,2,2,1,3,1,FALSE,FALSE,FALSE
6067,1,2,0,0,1,2,1,1,0,0,10,3,2,3,1,1,FALSE,FALSE,FALSE
6068,0,0,0,0,0,0,1,0,0,0,9,2,4,1,2,1,TRUE,FALSE,FALSE
6069,0,1,0,0,2,3,0,0,6.153201384,0,7,2,2,6,1,1,FALSE,FALSE,FALSE
6070,0,1,0,0,0,0,0,0,0,0,2,1,8,2,3,2,TRUE,FALSE,FALSE
6071,1,2,0,0,1,1,1,0,0,0,8,2,2,3,1,1,FALSE,FALSE,FALSE
6072,1,2,1,1,2,3,0,0,1.464010432,0,7,2,2,3,13,1,TRUE,FALSE,FALSE
6073,0,0,0,0,0,0,1,1,40.27815244,0,9,2,2,2,20,1,FALSE,TRUE,FALSE
6074,1,2,0,0,1,3,1,0,0,0,7,2,2,2,1,1,TRUE,FALSE,FALSE
6075,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,1,FALSE,FALSE,FALSE
6076,1,2,0,0,2,3,1,1,25.85442016,0,10,2,2,2,4,1,FALSE,FALSE,FALSE
6077,0,0,0,0,2,2,1,1,62.853261,0,8,2,2,4,2,2,FALSE,TRUE,FALSE
6078,1,2,1,1,2,3,0,1,9.869649371,0,9,2,2,1,20,1,FALSE,TRUE,FALSE
6079,0,1,0,0,0,0,1,0,0,0,8,2,2,2,6,2,TRUE,TRUE,FALSE
6080,1,1,1,1,2,3,1,1,0,0,6,2,2,3,2,1,FALSE,FALSE,FALSE
6081,0,1,0,0,1,2,0,0,0,0,6,3,2,1,2,1,FALSE,FALSE,FALSE
6082,1,1,1,1,2,3,1,0,27.31414742,0,6,2,10,1,2,1,FALSE,FALSE,FALSE
6083,0,2,0,0,1,1,1,1,0,0,9,2,2,6,2,2,FALSE,FALSE,FALSE
6084,0,0,0,0,0,0,1,0,0,0,6,3,2,4,3,1,FALSE,FALSE,FALSE
6085,1,1,0,0,2,2,1,1,22.25592956,0,8,2,2,8,4,1,FALSE,TRUE,FALSE
6086,0,0,1,1,2,3,0,0,0,0,6,3,2,1,3,1,FALSE,FALSE,FALSE
6087,0,0,0,0,0,0,1,0,0,0,6,3,2,1,6,1,FALSE,FALSE,FALSE
6088,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,TRUE,FALSE,FALSE
6089,1,1,0,0,1,3,1,1,0,0,9,1,1,1,5,1,FALSE,FALSE,FALSE
6090,1,1,0,0,0,0,1,1,0,0,6,2,4,1,5,2,FALSE,FALSE,FALSE
6091,0,0,0,0,0,0,1,1,24.9184548,0,9,1,2,3,2,1,TRUE,TRUE,FALSE
6092,1,2,1,1,1,1,1,1,0,0,7,3,2,4,5,1,FALSE,TRUE,FALSE
6093,0,0,0,0,1,1,0,0,0,0,6,3,2,1,1,1,FALSE,FALSE,FALSE
6094,0,2,0,0,1,1,1,0,0,0,8,3,2,3,1,1,FALSE,FALSE,FALSE
6095,0,0,0,0,1,1,1,1,0,0,8,3,2,5,2,1,FALSE,FALSE,FALSE
6096,1,2,1,1,1,1,1,1,0,0,7,3,2,6,4,1,FALSE,FALSE,FALSE
6097,0,0,0,0,1,1,0,0,0,0,2,3,2,2,1,1,FALSE,FALSE,FALSE
6098,0,0,0,0,2,3,1,0,0,0,8,2,2,1,13,1,FALSE,FALSE,FALSE
6099,1,2,0,0,1,1,1,1,0,0,7,3,2,1,3,1,TRUE,FALSE,FALSE
6100,0,1,0,0,1,2,1,0,0,0,10,1,1,1,2,1,FALSE,FALSE,FALSE
6101,0,1,0,0,1,1,1,1,0,0,7,2,2,3,1,1,FALSE,FALSE,FALSE
6102,1,2,1,1,1,2,1,1,0,0,8,2,2,5,2,2,FALSE,FALSE,FALSE
6103,1,2,1,1,2,3,1,1,0.875047932,0,8,2,10,3,2,1,TRUE,FALSE,FALSE
6104,1,2,0,0,1,2,0,0,0,0,2,2,2,1,3,1,FALSE,FALSE,FALSE
6105,1,2,0,0,1,2,1,1,19.23268976,0,10,1,1,6,4,1,FALSE,FALSE,FALSE
6106,0,0,0,0,1,0,0,0,0,0,7,3,2,1,13,1,FALSE,FALSE,FALSE
6107,0,1,0,0,1,1,1,1,0,0,9,4,2,3,2,1,FALSE,FALSE,FALSE
6108,1,1,0,0,1,1,1,0,0,0,8,3,2,1,6,1,FALSE,FALSE,FALSE
6109,0,1,0,0,2,3,1,1,0,0,9,1,1,1,2,1,FALSE,FALSE,FALSE
6110,0,0,1,1,2,3,1,1,153.5776975,0,7,2,2,1,1,1,FALSE,TRUE,FALSE
6111,1,1,1,0,1,2,0,0,11.5952257,0,10,1,1,3,2,1,FALSE,FALSE,FALSE
6112,0,2,0,0,1,2,0,1,5.904407563,0,7,2,2,1,3,1,FALSE,FALSE,FALSE
6113,0,2,0,0,1,3,1,0,0,0,7,2,4,9,6,1,FALSE,FALSE,FALSE
6114,0,0,0,0,1,0,0,0,0,0,6,2,2,6,20,1,FALSE,FALSE,FALSE
6115,0,0,0,0,0,0,0,0,0,0,2,3,2,1,13,1,FALSE,FALSE,FALSE
6116,1,2,0,0,1,2,1,1,14.85337253,0,6,3,2,2,1,1,TRUE,FALSE,FALSE
6117,1,1,0,0,2,2,1,1,0,0,7,2,4,1,5,2,TRUE,TRUE,FALSE
6118,0,1,0,0,1,1,1,1,0,0,7,1,1,3,2,1,FALSE,FALSE,FALSE
6119,1,2,0,0,0,0,1,0,0,0,8,2,4,4,2,1,TRUE,FALSE,FALSE
6120,0,0,0,0,2,1,1,1,0,0,7,2,2,1,2,1,FALSE,FALSE,FALSE
6121,0,0,1,0,1,1,1,1,0,0,2,1,1,1,2,1,TRUE,FALSE,FALSE
6122,0,0,0,0,1,1,1,1,0,0,10,2,2,8,2,2,FALSE,FALSE,FALSE
6123,0,0,0,0,1,2,0,0,0,0,9,3,2,2,13,1,TRUE,FALSE,FALSE
6124,0,0,1,1,1,2,1,1,0,0,10,1,1,3,20,1,FALSE,FALSE,FALSE
6125,1,2,0,0,1,2,1,1,0,0,10,3,2,2,20,1,TRUE,FALSE,FALSE
6126,1,2,0,0,0,2,0,0,0,0,7,3,2,6,1,1,FALSE,FALSE,FALSE
6127,1,2,1,1,2,2,1,1,16.96712066,0,6,2,2,6,1,1,FALSE,FALSE,FALSE
6128,0,0,0,0,1,2,1,1,0,0,7,2,2,3,4,1,FALSE,FALSE,FALSE
6129,1,2,0,0,1,1,1,1,0,0,10,1,1,3,2,2,FALSE,FALSE,FALSE
6130,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,1,FALSE,FALSE,FALSE
6131,0,0,0,0,2,2,0,0,0,0,7,2,2,3,3,1,FALSE,FALSE,FALSE
6132,0,0,0,0,1,0,0,0,0,0,6,2,2,1,1,1,FALSE,FALSE,FALSE
6133,1,1,1,1,1,1,0,0,0,0,6,2,2,1,4,1,FALSE,TRUE,FALSE
6134,0,0,0,0,1,0,0,0,0,0,2,3,2,1,13,1,TRUE,FALSE,FALSE
6135,0,1,0,0,1,1,1,0,0,0,2,2,5,3,2,1,FALSE,FALSE,FALSE
6136,1,2,1,1,2,3,1,1,0,0,7,3,2,8,1,1,FALSE,FALSE,FALSE
6137,0,1,0,0,1,2,0,0,0,0,10,2,2,4,1,1,TRUE,FALSE,FALSE
6138,0,0,1,1,2,2,1,1,0,0,8,1,1,3,2,1,TRUE,FALSE,FALSE
6139,0,2,0,0,2,3,0,0,0,0,9,2,2,3,13,1,FALSE,FALSE,FALSE
6140,0,0,0,0,1,1,0,0,0,0,8,3,2,2,3,1,TRUE,FALSE,FALSE
6141,0,0,0,0,1,2,1,1,33.22292729,0,6,2,2,1,2,1,FALSE,TRUE,FALSE
6142,0,0,0,0,0,0,1,0,0,0,6,3,2,1,4,1,TRUE,FALSE,FALSE
6143,0,1,0,0,1,2,1,0,0,0,8,2,2,2,1,1,FALSE,FALSE,FALSE
6144,1,2,1,1,2,3,1,1,0,0,10,3,2,3,3,1,TRUE,FALSE,FALSE
6145,0,1,1,0,2,3,0,0,0,0,7,2,2,2,1,1,FALSE,FALSE,FALSE
6146,1,2,0,0,1,3,1,1,0,0,10,2,2,3,2,2,FALSE,FALSE,FALSE
6147,0,0,0,0,0,0,0,0,0,0,10,2,4,1,2,1,FALSE,FALSE,FALSE
6148,1,1,0,0,1,1,1,0,0,0,6,2,2,7,13,1,TRUE,FALSE,FALSE
6149,1,2,0,0,1,2,1,1,0,0,10,1,1,2,3,1,FALSE,FALSE,FALSE
6150,1,1,1,1,0,0,1,0,0,0,10,1,2,4,2,1,FALSE,FALSE,FALSE
6151,1,2,0,0,2,1,1,1,0,0,9,2,2,7,5,1,TRUE,FALSE,FALSE
6152,1,2,0,0,2,3,1,1,0.898495409,0,6,2,2,9,4,1,FALSE,FALSE,FALSE
6153,1,1,0,0,1,2,0,0,27.6509675,0,8,3,2,4,13,1,TRUE,FALSE,FALSE
6154,0,0,0,0,1,1,0,0,0,0,6,3,2,1,3,1,TRUE,FALSE,FALSE
6155,1,1,0,0,1,1,1,1,0,0,8,2,5,6,2,1,FALSE,FALSE,FALSE
6156,1,2,0,0,0,0,1,0,0,0,9,1,1,8,5,2,TRUE,FALSE,FALSE
6157,1,1,0,0,0,0,1,1,39.27673964,0,7,4,2,1,2,1,FALSE,TRUE,FALSE
6158,1,1,0,0,1,1,1,1,0,0,6,2,4,1,4,1,TRUE,FALSE,FALSE
6159,1,2,1,1,2,1,1,1,0,0,6,1,1,1,4,1,FALSE,TRUE,FALSE
6160,1,2,0,0,1,2,1,1,0,0,9,2,5,7,2,2,TRUE,FALSE,FALSE
6161,1,2,0,0,2,3,1,0,2.209972688,0,7,1,1,3,4,1,FALSE,FALSE,FALSE
6162,1,2,1,1,1,3,1,1,0,0,10,1,1,8,3,1,FALSE,FALSE,FALSE
6163,0,1,0,0,1,2,1,1,60.58437066,0,10,3,2,3,2,2,TRUE,TRUE,FALSE
6164,0,0,0,0,1,3,0,0,0,0,2,3,2,2,3,1,FALSE,FALSE,FALSE
6165,1,2,1,1,2,3,1,1,0,0,6,2,2,1,3,1,FALSE,FALSE,FALSE
6166,1,1,1,1,1,1,1,0,2.848312236,0,2,2,2,1,4,1,FALSE,TRUE,FALSE
6167,1,1,1,1,2,3,1,1,19.18310758,0,7,2,2,7,4,1,TRUE,FALSE,FALSE
6168,0,0,0,0,1,2,1,0,0,0,9,2,2,3,1,1,FALSE,FALSE,FALSE
6169,0,0,0,0,2,3,1,0,0,0,8,2,4,9,3,1,FALSE,FALSE,FALSE
6170,1,2,1,1,2,3,1,0,0,0,6,2,2,6,1,1,TRUE,FALSE,FALSE
6171,0,0,0,0,0,0,0,0,0,0,8,4,1,2,1,1,FALSE,FALSE,FALSE
6172,0,1,0,0,1,0,1,1,0,0,9,1,1,1,5,2,FALSE,FALSE,FALSE
6173,0,1,1,1,1,2,1,1,0,0,7,2,2,4,2,1,FALSE,FALSE,FALSE
6174,0,0,0,0,1,2,1,1,0,0,7,2,4,1,4,1,FALSE,FALSE,FALSE
6175,0,2,1,1,2,3,0,0,0,0,2,4,2,1,3,1,FALSE,FALSE,FALSE
6176,1,1,0,0,1,0,0,0,0,0,2,2,2,8,1,1,FALSE,TRUE,FALSE
6177,0,0,0,0,1,1,1,1,0,0,9,4,2,9,7,1,FALSE,FALSE,FALSE
6178,1,2,0,0,1,3,1,1,0,0,9,1,1,3,2,1,TRUE,FALSE,FALSE
6179,0,1,1,1,1,2,1,1,0,0,6,2,2,8,2,2,TRUE,FALSE,FALSE
6180,0,0,0,0,2,3,1,1,6.189215434,0,7,2,2,4,1,1,TRUE,TRUE,FALSE
6181,1,1,0,0,1,0,1,1,0,0,9,3,2,3,2,1,TRUE,FALSE,FALSE
6182,1,2,1,1,1,1,1,1,0,0,9,2,2,1,2,2,TRUE,FALSE,FALSE
6183,0,0,0,0,0,0,1,0,0,0,6,2,2,3,1,1,FALSE,FALSE,FALSE
6184,0,1,0,0,2,2,0,1,0,0,9,3,2,1,1,1,FALSE,FALSE,FALSE
6185,0,0,0,0,0,0,1,0,0,0,8,2,2,6,2,1,FALSE,FALSE,FALSE
6186,1,2,0,0,1,1,1,1,0,0,6,3,2,8,4,1,FALSE,FALSE,FALSE
6187,1,2,0,0,1,2,0,0,0,0,7,2,2,5,1,1,FALSE,FALSE,FALSE
6188,0,0,0,0,2,3,1,0,0,0,6,2,5,7,1,1,FALSE,FALSE,FALSE
6189,0,0,0,0,0,0,0,0,0,0,10,1,1,6,6,1,FALSE,FALSE,FALSE
6190,1,2,1,1,2,3,0,0,5.287005762,0,8,3,2,6,1,1,TRUE,FALSE,FALSE
6191,1,2,1,1,1,2,1,1,40.78047078,0,8,2,4,3,5,2,FALSE,FALSE,FALSE
6192,1,1,0,0,0,1,1,1,0,0,9,2,5,1,2,2,FALSE,TRUE,FALSE
6193,0,0,0,0,1,1,1,1,5.860439769,0,8,2,2,7,2,1,FALSE,TRUE,FALSE
6194,1,2,0,0,2,3,1,0,8.304903935,0,7,2,2,2,1,1,FALSE,FALSE,FALSE
6195,0,0,0,0,0,0,0,0,0,0,9,2,2,1,5,1,FALSE,FALSE,FALSE
6196,0,0,0,0,1,2,1,1,0,0,10,2,6,3,3,1,FALSE,FALSE,FALSE
6197,1,1,0,0,2,3,1,1,40.08238165,0,2,2,2,7,3,1,FALSE,FALSE,FALSE
6198,0,0,0,0,1,1,0,1,0,0,6,1,1,2,4,1,TRUE,FALSE,FALSE
6199,1,1,1,1,2,3,0,0,0,0,8,3,2,6,13,1,FALSE,FALSE,FALSE
6200,1,1,0,0,2,2,1,1,0,0,8,2,4,1,5,2,FALSE,FALSE,FALSE
6201,1,1,1,1,1,2,1,1,40.43578994,0,10,2,2,4,2,2,FALSE,FALSE,FALSE
6202,0,0,0,0,0,0,1,1,0,0,7,1,1,1,2,1,FALSE,FALSE,FALSE
6203,0,0,1,1,1,2,1,0,44.89345937,0,9,4,2,1,20,1,TRUE,TRUE,FALSE
6204,1,2,1,1,1,2,0,0,0,0,9,3,2,4,1,1,FALSE,FALSE,FALSE
6205,1,2,0,0,2,2,1,1,37.92414395,0,7,2,2,6,2,2,FALSE,TRUE,FALSE
6206,1,2,0,0,2,1,1,1,0,0,8,2,2,1,2,1,FALSE,FALSE,FALSE
6207,1,1,1,1,1,1,1,1,0,0,8,2,10,1,5,2,FALSE,FALSE,FALSE
6208,1,2,0,0,2,3,1,1,23.07581495,0,9,2,4,1,2,1,FALSE,TRUE,FALSE
6209,1,1,0,0,0,0,1,0,0,0,7,2,5,5,2,2,TRUE,FALSE,FALSE
6210,0,0,0,0,2,3,1,0,0,0,9,2,2,1,1,1,FALSE,FALSE,FALSE
6211,0,0,0,0,1,1,1,1,38.12368584,0,2,1,1,2,2,1,FALSE,TRUE,FALSE
6212,1,2,0,0,1,3,0,0,0,0,8,2,2,3,1,1,FALSE,FALSE,FALSE
6213,1,2,0,0,1,2,0,0,6.344631767,0,7,1,2,1,4,1,FALSE,FALSE,FALSE
6214,1,2,0,0,1,2,1,1,0,0,8,1,2,6,2,1,FALSE,FALSE,FALSE
6215,0,1,0,0,2,3,1,1,0,0,2,2,2,7,4,1,TRUE,FALSE,FALSE
6216,0,0,0,0,1,0,1,1,54.9950922,0,6,2,2,1,1,1,FALSE,TRUE,FALSE
6217,0,1,0,0,1,3,1,0,0,0,7,2,2,4,13,1,FALSE,FALSE,FALSE
6218,0,2,0,0,1,1,1,1,0,0,10,2,4,8,2,2,FALSE,FALSE,FALSE
6219,0,1,0,0,2,3,1,0,0,0,6,4,2,8,1,1,FALSE,FALSE,FALSE
6220,1,2,0,0,1,1,1,0,0,0,8,1,1,1,2,1,FALSE,FALSE,FALSE
6221,1,1,0,0,1,2,1,1,0,0,9,4,5,3,11,1,FALSE,FALSE,FALSE
6222,1,1,0,0,2,2,1,1,52.28594057,0,9,1,1,1,2,1,TRUE,TRUE,FALSE
6223,1,1,0,0,1,1,0,0,0,0,6,1,1,1,4,1,TRUE,FALSE,FALSE
6224,0,0,0,0,1,2,1,1,0,0,10,2,2,4,20,1,TRUE,FALSE,FALSE
6225,0,2,1,1,2,2,1,1,0,0,7,2,2,8,4,1,FALSE,FALSE,FALSE
6226,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,1,FALSE,FALSE,FALSE
6227,0,0,0,0,1,1,1,1,0,0,6,3,5,1,1,1,FALSE,FALSE,FALSE
6228,0,2,1,1,1,2,0,0,0,0,2,1,1,1,2,1,TRUE,FALSE,FALSE
6229,1,2,1,1,2,3,1,0,0.702086761,0,7,2,5,1,1,1,FALSE,FALSE,FALSE
6230,0,0,0,0,1,1,1,0,4.307627247,0,10,2,2,1,3,1,FALSE,FALSE,FALSE
6231,0,1,0,0,1,2,1,1,54.91911804,0,8,2,2,7,2,2,FALSE,TRUE,FALSE
6232,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1,FALSE,FALSE,FALSE
6233,0,0,0,0,1,2,0,0,0,0,7,2,2,9,1,1,FALSE,FALSE,FALSE
6234,1,2,1,1,1,1,0,0,0,0,9,2,2,1,13,1,FALSE,FALSE,FALSE
6235,1,1,0,0,1,2,1,1,28.32886648,0,6,2,2,7,2,1,FALSE,FALSE,FALSE
6236,0,0,0,0,0,2,0,0,0,0,6,2,12,6,3,1,FALSE,FALSE,FALSE
6237,0,1,0,0,1,2,1,1,0,0,9,3,2,4,20,1,FALSE,FALSE,FALSE
6238,1,2,0,0,1,3,1,1,39.42556512,0,6,2,2,1,1,1,FALSE,TRUE,FALSE
6239,0,1,0,0,1,1,1,1,42.30391708,0,7,1,1,1,20,1,TRUE,TRUE,FALSE
6240,1,2,1,1,2,2,0,0,2.10185027,0,6,2,2,9,13,1,FALSE,FALSE,FALSE
6241,1,2,1,1,2,3,1,1,4.083948025,0,9,4,1,4,1,1,FALSE,TRUE,FALSE
6242,1,2,0,0,1,1,1,1,34.75023292,0,6,2,2,1,2,1,TRUE,TRUE,FALSE
6243,1,1,1,1,1,1,1,1,27.69500776,0,10,2,2,9,20,2,FALSE,TRUE,FALSE
6244,1,1,0,0,1,2,0,0,0,0,7,2,2,1,13,1,FALSE,FALSE,FALSE
6245,0,1,0,0,1,1,1,0,0,0,8,2,2,3,6,2,TRUE,TRUE,FALSE
6246,0,0,1,0,1,2,1,0,0,0,8,2,5,2,1,1,FALSE,FALSE,FALSE
6247,0,2,0,0,2,3,1,1,7.56292207,0,10,1,1,2,2,1,TRUE,TRUE,FALSE
6248,1,2,1,1,2,3,0,1,0.780905815,0,7,3,2,8,13,1,FALSE,FALSE,FALSE
6249,0,1,1,1,1,0,1,0,13.59420027,0,8,2,2,1,2,1,FALSE,TRUE,FALSE
6250,0,1,0,0,0,0,1,0,0,0,9,1,1,4,3,1,TRUE,FALSE,FALSE
6251,0,1,0,0,1,3,0,0,0,0,8,3,2,6,1,1,TRUE,FALSE,FALSE
6252,1,2,1,1,0,1,1,1,0,0,9,4,2,1,4,1,FALSE,FALSE,FALSE
6253,1,2,1,1,1,1,1,1,0,0,7,3,2,3,5,1,TRUE,FALSE,FALSE
6254,0,0,0,0,1,2,0,0,0,0,6,3,2,4,1,1,FALSE,FALSE,FALSE
6255,0,1,0,0,0,0,1,0,0,0,9,1,8,6,20,2,FALSE,FALSE,FALSE
6256,0,1,0,0,0,0,0,0,0,0,9,1,1,1,5,1,FALSE,FALSE,FALSE
6257,0,1,0,0,1,1,1,1,58.9241766,0,7,2,5,3,4,2,FALSE,TRUE,FALSE
6258,1,2,0,0,1,0,1,1,0,0,9,2,2,1,6,1,FALSE,FALSE,FALSE
6259,0,0,0,0,1,1,0,0,0,0,9,2,2,1,1,1,FALSE,FALSE,FALSE
6260,0,0,0,0,0,0,0,0,0,0,10,2,2,1,13,1,FALSE,FALSE,FALSE
6261,1,2,1,1,1,2,1,1,0,0,9,3,2,1,4,1,FALSE,FALSE,FALSE
6262,0,0,0,0,2,2,1,1,0,0,6,2,2,1,13,1,FALSE,FALSE,FALSE
6263,0,0,0,0,1,2,1,1,34.5222117,0,9,1,1,1,2,1,FALSE,FALSE,FALSE
6264,0,0,0,0,1,1,1,1,0,0,8,2,2,6,2,2,TRUE,FALSE,FALSE
6265,0,1,0,0,1,1,1,1,0,0,6,1,1,1,4,1,FALSE,FALSE,FALSE
6266,1,2,0,0,1,1,1,1,39.41924911,0,7,2,4,3,4,1,FALSE,FALSE,FALSE
6267,0,0,0,0,0,0,1,1,0,0,7,3,2,4,4,2,FALSE,FALSE,FALSE
6268,0,0,0,0,0,0,0,0,0,0,9,3,2,2,3,2,TRUE,FALSE,FALSE
6269,0,1,0,0,1,2,1,1,2.480024644,0,10,4,2,1,1,1,FALSE,TRUE,FALSE
6270,1,2,0,0,1,1,1,1,19.63031016,0,10,2,4,5,2,2,FALSE,TRUE,FALSE
6271,1,2,0,0,2,3,1,1,0.152167439,0,7,1,1,2,4,1,FALSE,TRUE,FALSE
6272,1,1,0,0,1,1,1,0,0,0,9,3,2,1,4,1,TRUE,FALSE,FALSE
6273,1,2,0,0,1,2,1,1,0,0,9,3,2,1,3,1,TRUE,FALSE,FALSE
6274,0,1,0,0,1,1,1,1,0,0,10,2,10,1,2,1,FALSE,FALSE,FALSE
6275,0,0,0,0,0,0,1,0,0,0,8,2,2,1,2,1,FALSE,FALSE,FALSE
6276,0,1,0,0,0,1,1,1,94.01683315,0,10,2,2,3,2,2,TRUE,TRUE,FALSE
6277,0,1,1,1,1,2,1,1,0,0,9,4,1,4,2,2,TRUE,FALSE,FALSE
6278,1,1,1,1,2,3,1,1,0.888485964,0,7,2,2,3,13,1,FALSE,FALSE,FALSE
6279,0,0,0,0,0,0,1,0,0,0,10,1,1,1,1,1,FALSE,FALSE,FALSE
6280,0,0,0,0,0,0,1,0,8.04958574,0,8,2,6,2,1,1,FALSE,FALSE,FALSE
6281,1,1,0,0,1,1,1,0,0,0,7,2,2,1,6,1,FALSE,FALSE,FALSE
6282,0,0,1,0,2,2,1,0,7.198820003,0,9,2,2,5,1,1,FALSE,TRUE,FALSE
6283,0,0,0,0,1,1,1,1,0,0,10,1,1,1,4,1,FALSE,FALSE,FALSE
6284,1,1,0,0,2,3,1,1,0,0,9,2,4,9,2,1,FALSE,FALSE,FALSE
